Record ID,Date,Region,District,Service Type,Role Type,Tenure Band,Fleet Age,Route Cost Per Ton,Stops Per Route,Fleet Utilization Rate,Voluntary Turnover Rate,Safety Incident Rate,Avg Driver Tenure Years,Truck Count,Tons Collected,Revenue
WC-000628_202502,2025-02-01,Eastern,Mid-Atlantic,E&P,Helper,2-5 Years,New (0-2yr),41.89,10.0,0.8673,0.0173,2.33,4.1,1,10.0,500.0
WC-000629_202502,2025-02-01,Eastern,New England,Residential,Driver,< 1 Year,Mid-Life (3-5yr),47.28,345.0,0.9425,0.0251,2.89,5.6,19,515.0,29027.0
WC-000630_202502,2025-02-01,Eastern,New England,Commercial,Driver,2-5 Years,Aging (6-8yr),39.17,132.0,0.8638,0.03,2.7,6.3,5,22.0,1108.0
WC-000631_202502,2025-02-01,Eastern,New England,Industrial,Driver,10+ Years,Mid-Life (3-5yr),40.34,28.0,0.9318,0.0186,2.43,4.4,4,10.0,500.0
WC-000632_202502,2025-02-01,Eastern,New England,E&P,Operator,< 1 Year,New (0-2yr),45.35,8.0,0.8657,0.0165,3.13,4.1,4,10.0,500.0
WC-000633_202502,2025-02-01,Eastern,Great Lakes,Residential,Driver,1-2 Years,End-of-Life (9+yr),44.54,326.0,0.9401,0.0196,3.49,4.0,24,355.0,18737.0
WC-000634_202502,2025-02-01,Eastern,Great Lakes,Commercial,Operator,< 1 Year,End-of-Life (9+yr),43.38,96.0,0.883,0.0225,3.39,5.2,7,22.0,1118.0
WC-000635_202502,2025-02-01,Eastern,Great Lakes,Industrial,Driver,1-2 Years,New (0-2yr),47.95,36.0,0.8492,0.0224,2.77,4.0,6,13.0,749.0
WC-000636_202502,2025-02-01,Eastern,Great Lakes,E&P,Driver,2-5 Years,Mid-Life (3-5yr),48.94,9.0,0.8577,0.0282,1.64,4.0,1,10.0,500.0
WC-000637_202502,2025-02-01,Eastern,Ohio Valley,Residential,Driver,2-5 Years,New (0-2yr),44.32,285.0,0.8835,0.0198,1.71,3.9,12,249.0,14531.0
WC-000638_202502,2025-02-01,Eastern,Ohio Valley,Commercial,Mechanic,5-10 Years,Aging (6-8yr),51.97,127.0,0.9497,0.0162,2.52,6.5,13,98.0,6448.0
WC-000639_202502,2025-02-01,Eastern,Ohio Valley,Industrial,Helper,< 1 Year,Aging (6-8yr),41.69,30.0,0.9396,0.0288,2.03,5.7,6,10.0,500.0
WC-000640_202502,2025-02-01,Eastern,Ohio Valley,E&P,Operator,2-5 Years,New (0-2yr),48.48,11.0,0.8966,0.0168,1.6,5.5,1,10.0,500.0
WC-000641_202502,2025-02-01,Canada,Ontario,Residential,Driver,1-2 Years,Mid-Life (3-5yr),39.12,331.0,0.9144,0.0157,2.43,3.9,17,415.0,20266.0
WC-000642_202502,2025-02-01,Canada,Ontario,Commercial,Driver,< 1 Year,End-of-Life (9+yr),44.0,141.0,0.8712,0.022,3.32,4.7,9,42.0,2433.0
WC-000643_202502,2025-02-01,Canada,Ontario,Industrial,Driver,< 1 Year,Mid-Life (3-5yr),50.61,36.0,0.8906,0.0228,3.32,6.4,7,10.0,671.0
WC-000644_202502,2025-02-01,Canada,Ontario,E&P,Operator,< 1 Year,Mid-Life (3-5yr),47.51,9.0,0.9271,0.0209,3.04,4.8,1,10.0,500.0
WC-000645_202502,2025-02-01,Canada,Alberta,Residential,Operator,2-5 Years,Mid-Life (3-5yr),48.48,276.0,0.8858,0.0176,2.22,4.9,18,392.0,22110.0
WC-000646_202502,2025-02-01,Canada,Alberta,Commercial,Mechanic,2-5 Years,Mid-Life (3-5yr),46.12,88.0,0.9032,0.0185,2.94,4.4,8,46.0,2800.0
WC-000647_202502,2025-02-01,Canada,Alberta,Industrial,Helper,2-5 Years,New (0-2yr),41.53,27.0,0.9008,0.0251,1.6,5.7,5,10.0,500.0
WC-000648_202502,2025-02-01,Canada,Alberta,E&P,Helper,2-5 Years,Aging (6-8yr),44.45,11.0,0.8872,0.0157,2.45,4.9,4,10.0,500.0
WC-000649_202502,2025-02-01,Canada,British Columbia,Residential,Driver,10+ Years,Mid-Life (3-5yr),38.3,337.0,0.9419,0.0268,2.81,5.2,15,213.0,10832.0
WC-000650_202502,2025-02-01,Canada,British Columbia,Commercial,Mechanic,2-5 Years,Aging (6-8yr),43.65,104.0,0.8888,0.025,1.69,6.0,7,56.0,3180.0
WC-000651_202502,2025-02-01,Canada,British Columbia,Industrial,Driver,10+ Years,Mid-Life (3-5yr),45.29,26.0,0.8479,0.0296,1.57,4.5,4,10.0,500.0
WC-000652_202502,2025-02-01,Canada,British Columbia,E&P,Operator,5-10 Years,New (0-2yr),44.21,18.0,0.8737,0.0268,1.8,3.6,2,10.0,500.0
WC-000653_202502,2025-02-01,Canada,Quebec,Residential,Driver,10+ Years,Mid-Life (3-5yr),42.8,264.0,0.9386,0.0247,2.11,4.5,24,494.0,26999.0
WC-000654_202502,2025-02-01,Canada,Quebec,Commercial,Driver,1-2 Years,New (0-2yr),48.28,127.0,0.9681,0.0214,1.71,6.2,9,69.0,4208.0
WC-000655_202502,2025-02-01,Canada,Quebec,Industrial,Driver,< 1 Year,End-of-Life (9+yr),37.9,38.0,0.9345,0.0203,3.64,5.1,5,10.0,500.0
WC-000656_202502,2025-02-01,Canada,Quebec,E&P,Mechanic,2-5 Years,Aging (6-8yr),46.21,17.0,0.845,0.0233,3.25,3.6,4,10.0,500.0
WC-000657_202502,2025-02-01,MidSouth,Tennessee Valley,Residential,Driver,1-2 Years,New (0-2yr),48.11,304.0,0.9141,0.0268,3.06,5.1,12,243.0,14792.0
WC-000658_202502,2025-02-01,MidSouth,Tennessee Valley,Commercial,Operator,5-10 Years,Aging (6-8yr),40.87,125.0,0.8529,0.0202,3.04,3.8,9,53.0,2769.0
WC-000659_202502,2025-02-01,MidSouth,Tennessee Valley,Industrial,Driver,10+ Years,Mid-Life (3-5yr),42.17,33.0,0.8842,0.0291,3.21,5.1,4,10.0,500.0
WC-000660_202502,2025-02-01,MidSouth,Tennessee Valley,E&P,Driver,2-5 Years,New (0-2yr),43.21,14.0,0.9336,0.0239,3.2,4.3,2,10.0,500.0
WC-000661_202502,2025-02-01,MidSouth,Mississippi Delta,Residential,Helper,< 1 Year,End-of-Life (9+yr),49.36,246.0,0.9085,0.0252,1.56,6.1,16,265.0,15236.0
WC-000662_202502,2025-02-01,MidSouth,Mississippi Delta,Commercial,Driver,5-10 Years,Aging (6-8yr),39.98,92.0,0.8561,0.021,1.8,3.8,5,19.0,1001.0
WC-000663_202502,2025-02-01,MidSouth,Mississippi Delta,Industrial,Driver,2-5 Years,Mid-Life (3-5yr),45.09,38.0,0.9395,0.0229,2.52,4.2,6,10.0,513.0
WC-000664_202502,2025-02-01,MidSouth,Mississippi Delta,E&P,Driver,2-5 Years,End-of-Life (9+yr),39.68,20.0,0.9156,0.0282,3.65,5.0,4,10.0,500.0
WC-000665_202502,2025-02-01,MidSouth,Arkansas,Residential,Mechanic,2-5 Years,New (0-2yr),39.45,328.0,0.8863,0.0199,2.33,5.2,22,375.0,18529.0
WC-000666_202502,2025-02-01,MidSouth,Arkansas,Commercial,Helper,10+ Years,New (0-2yr),49.38,90.0,0.8845,0.0281,2.48,5.2,11,35.0,2182.0
WC-000667_202502,2025-02-01,MidSouth,Arkansas,Industrial,Operator,5-10 Years,New (0-2yr),45.11,17.0,0.8553,0.0299,2.3,6.2,2,10.0,500.0
WC-000668_202502,2025-02-01,MidSouth,Arkansas,E&P,Driver,5-10 Years,Aging (6-8yr),41.0,13.0,0.9258,0.0258,2.86,6.1,1,10.0,500.0
WC-000669_202502,2025-02-01,MidSouth,Oklahoma,Residential,Driver,2-5 Years,Mid-Life (3-5yr),41.73,284.0,0.9442,0.0172,1.59,3.9,19,198.0,9809.0
WC-000670_202502,2025-02-01,MidSouth,Oklahoma,Commercial,Mechanic,2-5 Years,New (0-2yr),51.03,138.0,0.9052,0.0279,2.69,6.4,9,99.0,6195.0
WC-000671_202502,2025-02-01,MidSouth,Oklahoma,Industrial,Driver,2-5 Years,End-of-Life (9+yr),39.38,21.0,0.8628,0.0168,2.49,5.2,6,10.0,500.0
WC-000672_202502,2025-02-01,MidSouth,Oklahoma,E&P,Mechanic,5-10 Years,End-of-Life (9+yr),46.01,11.0,0.9249,0.022,3.11,4.7,3,10.0,500.0
WC-000673_202503,2025-03-01,Western,Pacific Northwest,Residential,Driver,2-5 Years,End-of-Life (9+yr),48.66,319.0,0.8881,0.0214,2.5,4.8,11,88.0,5151.0
WC-000674_202503,2025-03-01,Western,Pacific Northwest,Commercial,Mechanic,5-10 Years,End-of-Life (9+yr),49.41,118.0,0.8703,0.0191,2.67,4.3,8,55.0,3400.0
WC-000675_202503,2025-03-01,Western,Pacific Northwest,Industrial,Driver,< 1 Year,New (0-2yr),45.59,27.0,0.8907,0.0268,3.2,3.9,2,10.0,500.0
WC-000676_202503,2025-03-01,Western,Pacific Northwest,E&P,Driver,5-10 Years,End-of-Life (9+yr),42.45,8.0,0.9079,0.0214,2.46,5.1,1,10.0,500.0
WC-000677_202503,2025-03-01,Western,Northern California,Residential,Driver,5-10 Years,New (0-2yr),47.36,336.0,0.8965,0.0269,2.66,5.4,17,239.0,14690.0
WC-000678_202503,2025-03-01,Western,Northern California,Commercial,Operator,10+ Years,Mid-Life (3-5yr),45.43,103.0,0.9269,0.0205,3.48,6.4,5,20.0,1214.0
WC-000679_202503,2025-03-01,Western,Northern California,Industrial,Operator,< 1 Year,New (0-2yr),52.95,30.0,0.8915,0.0297,2.35,4.2,4,10.0,500.0
WC-000680_202503,2025-03-01,Western,Northern California,E&P,Driver,1-2 Years,Aging (6-8yr),41.99,18.0,0.9319,0.0153,2.58,4.6,2,10.0,500.0
WC-000681_202503,2025-03-01,Western,Southern California,Residential,Driver,1-2 Years,Aging (6-8yr),40.26,249.0,0.8719,0.0295,2.76,4.9,22,298.0,16163.0
WC-000682_202503,2025-03-01,Western,Southern California,Commercial,Mechanic,10+ Years,New (0-2yr),48.55,133.0,0.8772,0.0269,1.67,4.7,13,128.0,8200.0
WC-000683_202503,2025-03-01,Western,Southern California,Industrial,Driver,1-2 Years,New (0-2yr),45.5,25.0,0.9059,0.0227,2.13,4.1,5,10.0,500.0
WC-000684_202503,2025-03-01,Western,Southern California,E&P,Driver,5-10 Years,Aging (6-8yr),40.14,12.0,0.861,0.0157,2.57,3.5,2,10.0,500.0
WC-000685_202503,2025-03-01,Western,Mountain West,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),45.02,288.0,0.8616,0.0282,1.63,6.2,20,447.0,26984.0
WC-000686_202503,2025-03-01,Western,Mountain West,Commercial,Operator,2-5 Years,End-of-Life (9+yr),37.39,148.0,0.8993,0.0236,1.92,6.3,14,133.0,6569.0
WC-000687_202503,2025-03-01,Western,Mountain West,Industrial,Operator,5-10 Years,Aging (6-8yr),39.47,30.0,0.8621,0.0225,1.71,5.6,3,10.0,500.0
WC-000688_202503,2025-03-01,Western,Mountain West,E&P,Mechanic,10+ Years,Mid-Life (3-5yr),46.2,18.0,0.9083,0.0219,1.9,4.3,3,10.0,500.0
WC-000689_202503,2025-03-01,Southern,Gulf Coast,Residential,Driver,5-10 Years,Aging (6-8yr),52.27,318.0,0.91,0.0163,1.53,4.6,13,308.0,18829.0
WC-000690_202503,2025-03-01,Southern,Gulf Coast,Commercial,Operator,1-2 Years,New (0-2yr),41.43,100.0,0.9272,0.0231,2.85,4.9,11,29.0,1380.0
WC-000691_202503,2025-03-01,Southern,Gulf Coast,Industrial,Driver,1-2 Years,New (0-2yr),43.72,38.0,0.9299,0.0287,3.33,4.9,6,10.0,500.0
WC-000692_202503,2025-03-01,Southern,Gulf Coast,E&P,Mechanic,< 1 Year,New (0-2yr),46.4,15.0,0.9248,0.0262,3.31,4.6,1,10.0,500.0
WC-000693_202503,2025-03-01,Southern,Southeast Texas,Residential,Mechanic,2-5 Years,Mid-Life (3-5yr),39.05,330.0,0.8785,0.0201,3.63,5.4,13,338.0,16608.0
WC-000694_202503,2025-03-01,Southern,Southeast Texas,Commercial,Driver,2-5 Years,End-of-Life (9+yr),44.25,113.0,0.8905,0.0192,3.35,5.2,9,22.0,1222.0
WC-000695_202503,2025-03-01,Southern,Southeast Texas,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),39.92,34.0,0.8909,0.0214,3.17,4.4,7,10.0,500.0
WC-000696_202503,2025-03-01,Southern,Southeast Texas,E&P,Driver,2-5 Years,End-of-Life (9+yr),45.06,16.0,0.9178,0.0232,1.52,5.5,3,10.0,500.0
WC-000697_202503,2025-03-01,Southern,Florida Panhandle,Residential,Driver,2-5 Years,New (0-2yr),45.63,259.0,0.8879,0.024,2.48,5.9,9,51.0,2756.0
WC-000698_202503,2025-03-01,Southern,Florida Panhandle,Commercial,Operator,2-5 Years,New (0-2yr),45.82,82.0,0.8994,0.0232,1.8,6.3,12,49.0,2771.0
WC-000699_202503,2025-03-01,Southern,Florida Panhandle,Industrial,Driver,5-10 Years,Mid-Life (3-5yr),41.16,24.0,0.9011,0.0212,2.92,6.2,4,10.0,500.0
WC-000700_202503,2025-03-01,Southern,Florida Panhandle,E&P,Operator,< 1 Year,New (0-2yr),40.19,9.0,0.8917,0.0235,1.57,3.8,4,10.0,500.0
WC-000701_202503,2025-03-01,Southern,Carolinas,Residential,Driver,1-2 Years,Aging (6-8yr),50.72,311.0,0.8795,0.0209,2.76,4.9,10,226.0,13498.0
WC-000702_202503,2025-03-01,Southern,Carolinas,Commercial,Mechanic,2-5 Years,Aging (6-8yr),40.02,99.0,0.9029,0.0218,2.55,3.9,5,16.0,725.0
WC-000703_202503,2025-03-01,Southern,Carolinas,Industrial,Helper,5-10 Years,Mid-Life (3-5yr),49.8,29.0,0.8465,0.0192,1.98,5.2,5,11.0,673.0
WC-000704_202503,2025-03-01,Southern,Carolinas,E&P,Driver,< 1 Year,Mid-Life (3-5yr),43.78,15.0,0.9117,0.0265,1.79,4.9,4,10.0,500.0
WC-000705_202503,2025-03-01,Central,Great Plains,Residential,Driver,10+ Years,Aging (6-8yr),44.4,260.0,0.9654,0.028,2.57,3.9,8,67.0,3831.0
WC-000706_202503,2025-03-01,Central,Great Plains,Commercial,Driver,1-2 Years,New (0-2yr),41.98,141.0,0.8627,0.0225,3.03,5.2,6,29.0,1650.0
WC-000707_202503,2025-03-01,Central,Great Plains,Industrial,Driver,1-2 Years,Mid-Life (3-5yr),49.34,18.0,0.9275,0.021,2.03,5.2,3,10.0,500.0
WC-000708_202503,2025-03-01,Central,Great Plains,E&P,Helper,2-5 Years,Aging (6-8yr),37.21,10.0,0.8794,0.0279,2.46,4.2,1,10.0,500.0
WC-000709_202503,2025-03-01,Central,Upper Midwest,Residential,Mechanic,2-5 Years,New (0-2yr),38.51,255.0,0.9696,0.0287,2.8,4.7,23,364.0,18497.0
WC-000710_202503,2025-03-01,Central,Upper Midwest,Commercial,Mechanic,2-5 Years,End-of-Life (9+yr),45.06,96.0,0.8807,0.0248,3.62,6.3,14,85.0,4983.0
WC-000711_202503,2025-03-01,Central,Upper Midwest,Industrial,Driver,2-5 Years,End-of-Life (9+yr),49.58,15.0,0.8658,0.0155,3.43,4.1,7,10.0,500.0
WC-000712_202503,2025-03-01,Central,Upper Midwest,E&P,Driver,5-10 Years,End-of-Life (9+yr),38.89,15.0,0.8493,0.0247,2.87,5.5,1,10.0,500.0
WC-000713_202503,2025-03-01,Central,Missouri Valley,Residential,Mechanic,10+ Years,Mid-Life (3-5yr),47.45,282.0,0.9347,0.0188,3.12,6.4,9,90.0,5426.0
WC-000714_202503,2025-03-01,Central,Missouri Valley,Commercial,Mechanic,2-5 Years,Aging (6-8yr),41.17,89.0,0.9085,0.0283,2.12,5.1,12,42.0,2250.0
WC-000715_202503,2025-03-01,Central,Missouri Valley,Industrial,Mechanic,5-10 Years,Aging (6-8yr),42.53,19.0,0.8919,0.0241,2.69,3.9,5,10.0,500.0
WC-000716_202503,2025-03-01,Central,Missouri Valley,E&P,Driver,1-2 Years,Aging (6-8yr),52.14,12.0,0.9695,0.0275,1.46,6.3,3,10.0,500.0
WC-000717_202503,2025-03-01,Central,Ozarks,Residential,Mechanic,10+ Years,Mid-Life (3-5yr),45.62,261.0,0.9044,0.018,3.42,6.4,19,189.0,10035.0
WC-000718_202503,2025-03-01,Central,Ozarks,Commercial,Helper,5-10 Years,End-of-Life (9+yr),41.43,121.0,0.9097,0.0242,2.23,4.8,10,65.0,3186.0
WC-000719_202503,2025-03-01,Central,Ozarks,Industrial,Operator,< 1 Year,Aging (6-8yr),50.39,27.0,0.8887,0.0173,3.13,4.5,7,15.0,871.0
WC-000720_202503,2025-03-01,Central,Ozarks,E&P,Driver,2-5 Years,Mid-Life (3-5yr),48.31,16.0,0.8719,0.0296,1.73,5.0,2,10.0,500.0
WC-000721_202503,2025-03-01,Eastern,Mid-Atlantic,Residential,Driver,5-10 Years,End-of-Life (9+yr),51.92,341.0,0.9227,0.02,3.18,4.3,22,293.0,19292.0
WC-000722_202503,2025-03-01,Eastern,Mid-Atlantic,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),44.93,129.0,0.8999,0.0252,1.61,4.6,9,50.0,2904.0
WC-000723_202503,2025-03-01,Eastern,Mid-Atlantic,Industrial,Mechanic,5-10 Years,End-of-Life (9+yr),48.84,35.0,0.8748,0.0182,2.39,4.0,7,17.0,1083.0
WC-000724_202503,2025-03-01,Eastern,Mid-Atlantic,E&P,Operator,5-10 Years,End-of-Life (9+yr),50.45,18.0,0.8551,0.0188,2.74,5.7,2,10.0,500.0
WC-000725_202503,2025-03-01,Eastern,New England,Residential,Driver,5-10 Years,End-of-Life (9+yr),46.78,342.0,0.9529,0.0264,3.34,4.2,23,503.0,30588.0
WC-000726_202503,2025-03-01,Eastern,New England,Commercial,Driver,1-2 Years,Aging (6-8yr),48.65,116.0,0.8909,0.0152,2.64,3.8,5,45.0,2656.0
WC-000727_202503,2025-03-01,Eastern,New England,Industrial,Driver,2-5 Years,New (0-2yr),49.45,19.0,0.8485,0.02,2.14,6.3,5,10.0,500.0
WC-000728_202503,2025-03-01,Eastern,New England,E&P,Driver,10+ Years,End-of-Life (9+yr),38.76,12.0,0.9301,0.0176,2.15,4.7,4,10.0,500.0
WC-000729_202503,2025-03-01,Eastern,Great Lakes,Residential,Mechanic,5-10 Years,Mid-Life (3-5yr),42.85,300.0,0.9315,0.0294,3.24,4.7,20,374.0,20622.0
WC-000730_202503,2025-03-01,Eastern,Great Lakes,Commercial,Driver,< 1 Year,Aging (6-8yr),43.84,98.0,0.8633,0.0255,1.67,6.3,5,32.0,1685.0
WC-000731_202503,2025-03-01,Eastern,Great Lakes,Industrial,Operator,1-2 Years,Mid-Life (3-5yr),45.61,36.0,0.8552,0.0256,2.03,3.6,4,10.0,500.0
WC-000732_202503,2025-03-01,Eastern,Great Lakes,E&P,Driver,1-2 Years,New (0-2yr),45.61,18.0,0.8333,0.0214,2.25,5.3,2,10.0,500.0
WC-000733_202503,2025-03-01,Eastern,Ohio Valley,Residential,Driver,10+ Years,Aging (6-8yr),43.88,303.0,0.8995,0.0182,1.63,6.5,20,471.0,25942.0
WC-000734_202503,2025-03-01,Eastern,Ohio Valley,Commercial,Helper,1-2 Years,Mid-Life (3-5yr),46.12,148.0,0.9049,0.0164,2.58,5.7,13,49.0,2672.0
WC-000735_202503,2025-03-01,Eastern,Ohio Valley,Industrial,Driver,10+ Years,Mid-Life (3-5yr),43.97,40.0,0.9456,0.0202,3.11,5.2,7,18.0,932.0
WC-000736_202503,2025-03-01,Eastern,Ohio Valley,E&P,Driver,< 1 Year,Mid-Life (3-5yr),53.33,18.0,0.868,0.0225,2.82,5.1,1,10.0,500.0
WC-000737_202503,2025-03-01,Canada,Ontario,Residential,Driver,2-5 Years,End-of-Life (9+yr),42.75,311.0,0.8866,0.0158,1.54,4.1,24,265.0,13812.0
WC-000738_202503,2025-03-01,Canada,Ontario,Commercial,Driver,1-2 Years,Mid-Life (3-5yr),40.49,126.0,0.9029,0.0188,3.2,4.3,14,77.0,3924.0
WC-000739_202503,2025-03-01,Canada,Ontario,Industrial,Driver,10+ Years,End-of-Life (9+yr),48.11,22.0,0.919,0.0247,2.07,6.0,5,10.0,500.0
WC-000740_202503,2025-03-01,Canada,Ontario,E&P,Driver,2-5 Years,Aging (6-8yr),48.98,19.0,0.9284,0.0183,1.87,5.5,3,10.0,500.0
WC-000741_202503,2025-03-01,Canada,Alberta,Residential,Driver,5-10 Years,Aging (6-8yr),41.32,276.0,0.8882,0.0194,2.72,5.1,8,64.0,3345.0
WC-000742_202503,2025-03-01,Canada,Alberta,Commercial,Driver,2-5 Years,Mid-Life (3-5yr),48.23,138.0,0.9453,0.0241,2.37,5.6,10,32.0,1997.0
WC-000743_202503,2025-03-01,Canada,Alberta,Industrial,Driver,5-10 Years,End-of-Life (9+yr),49.69,16.0,0.8774,0.0247,3.37,6.3,3,10.0,500.0
WC-000744_202503,2025-03-01,Canada,Alberta,E&P,Operator,5-10 Years,Mid-Life (3-5yr),49.04,13.0,0.9354,0.0225,1.63,4.2,2,10.0,500.0
WC-000745_202503,2025-03-01,Canada,British Columbia,Residential,Driver,1-2 Years,Aging (6-8yr),47.81,350.0,0.9678,0.0169,1.67,4.6,10,193.0,10670.0
WC-000746_202503,2025-03-01,Canada,British Columbia,Commercial,Helper,10+ Years,Mid-Life (3-5yr),51.71,105.0,0.8761,0.0172,1.86,3.7,6,32.0,2199.0
WC-000747_202503,2025-03-01,Canada,British Columbia,Industrial,Operator,< 1 Year,New (0-2yr),47.33,31.0,0.8995,0.0231,2.5,5.7,3,10.0,500.0
WC-000748_202503,2025-03-01,Canada,British Columbia,E&P,Driver,10+ Years,Mid-Life (3-5yr),47.8,11.0,0.9024,0.0164,1.91,4.5,2,10.0,500.0
WC-000749_202503,2025-03-01,Canada,Quebec,Residential,Mechanic,< 1 Year,Mid-Life (3-5yr),40.73,283.0,0.8837,0.0208,3.27,6.4,22,357.0,16992.0
WC-000750_202503,2025-03-01,Canada,Quebec,Commercial,Driver,5-10 Years,Mid-Life (3-5yr),40.94,100.0,0.9012,0.0272,2.86,5.2,8,44.0,2300.0
WC-000751_202503,2025-03-01,Canada,Quebec,Industrial,Operator,< 1 Year,New (0-2yr),46.36,19.0,0.8905,0.0239,2.07,6.4,4,10.0,500.0
WC-000752_202503,2025-03-01,Canada,Quebec,E&P,Driver,2-5 Years,New (0-2yr),43.23,14.0,0.9323,0.0296,1.74,4.0,4,10.0,500.0
WC-000753_202503,2025-03-01,MidSouth,Tennessee Valley,Residential,Driver,2-5 Years,Aging (6-8yr),40.34,314.0,0.9349,0.0242,3.55,5.3,12,126.0,6144.0
WC-000754_202503,2025-03-01,MidSouth,Tennessee Valley,Commercial,Driver,1-2 Years,New (0-2yr),52.57,125.0,0.8794,0.0295,1.69,3.8,9,43.0,2704.0
WC-000755_202503,2025-03-01,MidSouth,Tennessee Valley,Industrial,Driver,5-10 Years,End-of-Life (9+yr),51.04,16.0,0.9142,0.0233,1.71,4.6,5,10.0,500.0
WC-000756_202503,2025-03-01,MidSouth,Tennessee Valley,E&P,Driver,5-10 Years,New (0-2yr),40.76,13.0,0.867,0.0297,2.72,5.3,1,10.0,500.0
WC-000757_202503,2025-03-01,MidSouth,Mississippi Delta,Residential,Driver,1-2 Years,Aging (6-8yr),40.83,323.0,0.8886,0.0275,2.87,3.7,20,227.0,11163.0
WC-000758_202503,2025-03-01,MidSouth,Mississippi Delta,Commercial,Driver,10+ Years,New (0-2yr),46.34,145.0,0.8863,0.0226,2.37,5.2,6,20.0,1205.0
WC-000759_202503,2025-03-01,MidSouth,Mississippi Delta,Industrial,Helper,5-10 Years,New (0-2yr),51.86,24.0,0.9485,0.0232,2.11,4.8,3,10.0,500.0
WC-000760_202503,2025-03-01,MidSouth,Mississippi Delta,E&P,Driver,5-10 Years,Aging (6-8yr),41.39,8.0,0.9392,0.0278,2.87,4.6,4,10.0,500.0
WC-000761_202503,2025-03-01,MidSouth,Arkansas,Residential,Driver,2-5 Years,New (0-2yr),42.75,267.0,0.9089,0.0182,3.69,4.0,23,330.0,18216.0
WC-000762_202503,2025-03-01,MidSouth,Arkansas,Commercial,Mechanic,2-5 Years,End-of-Life (9+yr),50.99,131.0,0.9369,0.0238,2.78,5.9,12,41.0,2717.0
WC-000763_202503,2025-03-01,MidSouth,Arkansas,Industrial,Driver,10+ Years,Mid-Life (3-5yr),40.85,25.0,0.8697,0.0294,2.45,4.1,4,10.0,500.0
WC-000764_202503,2025-03-01,MidSouth,Arkansas,E&P,Driver,< 1 Year,Mid-Life (3-5yr),50.55,15.0,0.888,0.0194,1.92,4.0,1,10.0,500.0
WC-000765_202503,2025-03-01,MidSouth,Oklahoma,Residential,Helper,< 1 Year,Mid-Life (3-5yr),44.38,298.0,0.9113,0.0277,2.77,4.0,9,76.0,4240.0
WC-000766_202503,2025-03-01,MidSouth,Oklahoma,Commercial,Driver,1-2 Years,New (0-2yr),50.21,88.0,0.9021,0.024,2.97,5.7,7,43.0,2886.0
WC-000767_202503,2025-03-01,MidSouth,Oklahoma,Industrial,Mechanic,1-2 Years,Mid-Life (3-5yr),41.52,26.0,0.9022,0.0234,3.19,3.6,4,10.0,500.0
WC-000768_202503,2025-03-01,MidSouth,Oklahoma,E&P,Driver,1-2 Years,Aging (6-8yr),39.91,14.0,0.9158,0.0169,2.17,4.6,2,10.0,500.0
WC-000769_202504,2025-04-01,Western,Pacific Northwest,Residential,Helper,2-5 Years,Aging (6-8yr),48.1,251.0,0.909,0.017,2.33,4.9,19,258.0,15614.0
WC-000770_202504,2025-04-01,Western,Pacific Northwest,Commercial,Driver,2-5 Years,New (0-2yr),46.87,130.0,0.8666,0.0153,2.45,3.8,12,124.0,6675.0
WC-000771_202504,2025-04-01,Western,Pacific Northwest,Industrial,Mechanic,5-10 Years,Aging (6-8yr),44.15,15.0,0.9482,0.0253,2.95,4.3,2,10.0,500.0
WC-000772_202504,2025-04-01,Western,Pacific Northwest,E&P,Helper,2-5 Years,Mid-Life (3-5yr),39.74,16.0,0.8981,0.0183,3.47,4.0,4,10.0,500.0
WC-000773_202504,2025-04-01,Western,Northern California,Residential,Operator,10+ Years,Aging (6-8yr),42.33,321.0,0.8971,0.0267,1.87,5.8,9,69.0,3441.0
WC-000774_202504,2025-04-01,Western,Northern California,Commercial,Operator,< 1 Year,New (0-2yr),49.88,120.0,0.907,0.0207,2.42,5.0,5,30.0,1779.0
WC-000775_202504,2025-04-01,Western,Northern California,Industrial,Driver,5-10 Years,Aging (6-8yr),49.0,34.0,0.916,0.0193,3.22,6.5,5,10.0,500.0
WC-000776_202504,2025-04-01,Western,Northern California,E&P,Mechanic,< 1 Year,Mid-Life (3-5yr),50.76,14.0,0.8465,0.0197,2.63,6.2,3,10.0,500.0
WC-000777_202504,2025-04-01,Western,Southern California,Residential,Driver,< 1 Year,End-of-Life (9+yr),49.39,302.0,0.8926,0.02,1.57,4.6,11,84.0,5090.0
WC-000778_202504,2025-04-01,Western,Southern California,Commercial,Mechanic,1-2 Years,Mid-Life (3-5yr),39.58,84.0,0.8525,0.0207,3.17,5.3,12,29.0,1393.0
WC-000779_202504,2025-04-01,Western,Southern California,Industrial,Helper,2-5 Years,Aging (6-8yr),42.21,31.0,0.9218,0.0263,2.53,6.3,4,10.0,500.0
WC-000780_202504,2025-04-01,Western,Southern California,E&P,Driver,2-5 Years,End-of-Life (9+yr),51.53,10.0,0.9348,0.0293,2.32,5.1,2,10.0,500.0
WC-000781_202504,2025-04-01,Western,Mountain West,Residential,Helper,5-10 Years,Aging (6-8yr),40.46,266.0,0.9284,0.0296,2.88,5.4,11,78.0,3900.0
